Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980
GMB,Gambia,GM,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-32,22217795"
GMB,Gambia,GM,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
GHA,Ghana,GH,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
GHA,Ghana,GH,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
GHA,Ghana,GH,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"3283,245067"
GHA,Ghana,GH,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"25955,91513"
GHA,Ghana,GH,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"4225,902339"
GHA,Ghana,GH,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"496,3070363"
GHA,Ghana,GH,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"3729,595303"
GHA,Ghana,GH,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"250,020738"
GHA,Ghana,GH,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"-20,86388993"
GHA,Ghana,GH,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"270,8846279"
GHA,Ghana,GH,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"376,3589078"
GHA,Ghana,GH,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"406,8983258"
GHA,Ghana,GH,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"16,28107627"
GHA,Ghana,GH,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"1,912115345"
GHA,Ghana,GH,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"14,36896092"
GHA,Ghana,GH,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"0,963251485"
GHA,Ghana,GH,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"-0,080382024"
GHA,Ghana,GH,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"1,043633509"
GHA,Ghana,GH,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"1,449992828"
GHA,Ghana,GH,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"1,567651626"
GHA,Ghana,GH,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-3019,545177"
GHA,Ghana,GH,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"1771,858783"
GHA,Ghana,GH,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"4791,40396"
GHA,Ghana,GH,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-11,63336049"
GHA,Ghana,GH,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"6,82641615"
GHA,Ghana,GH,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"18,45977664"
GHA,Ghana,GH,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-53,7"
GHA,Ghana,GH,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-0,2068892571"
GHA,Ghana,GH,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
GIN,Guinea,GN,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
GIN,Guinea,GN,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
GIN,Guinea,GN,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"1480,825059"
GIN,Guinea,GN,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"1724,760145"
GIN,Guinea,GN,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"1440,175256"
GIN,Guinea,GN,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"200,8322739"
GIN,Guinea,GN,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"1239,342982"
GIN,Guinea,GN,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"231,5349664"
GIN,Guinea,GN,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"138,0308746"
GIN,Guinea,GN,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"93,50409178"
GIN,Guinea,GN,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"537,7410257"
GIN,Guinea,GN,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"484,6911038"
GIN,Guinea,GN,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"83,50003105"
GIN,Guinea,GN,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"11,64406973"
GIN,Guinea,GN,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"71,85596132"
GIN,Guinea,GN,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"13,42418348"
GIN,Guinea,GN,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"8,002902608"
GIN,Guinea,GN,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"5,421280871"
GIN,Guinea,GN,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"31,17772795"
GIN,Guinea,GN,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"28,10194249"
GIN,Guinea,GN,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-8,14872554"
GIN,Guinea,GN,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"604,4391799"
GIN,Guinea,GN,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"612,5879054"
GIN,Guinea,GN,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-0,4724555797"
GIN,Guinea,GN,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"35,04482532"
GIN,Guinea,GN,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"35,5172809"
GIN,Guinea,GN,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"72,51146735"
GIN,Guinea,GN,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"4,204147897"
GIN,Guinea,GN,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
GNB,Guinea-Bissau,GW,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
GNB,Guinea-Bissau,GW,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
GNB,Guinea-Bissau,GW,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"155,8939519"
GNB,Guinea-Bissau,GW,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"233,444335"
GNB,Guinea-Bissau,GW,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"161,0298476"
GNB,Guinea-Bissau,GW,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"60,02089888"
GNB,Guinea-Bissau,GW,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"101,0089487"
GNB,Guinea-Bissau,GW,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"41,67492846"
GNB,Guinea-Bissau,GW,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"8,332842588"
GNB,Guinea-Bissau,GW,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"33,34208587"
GNB,Guinea-Bissau,GW,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"21,1814109"
GNB,Guinea-Bissau,GW,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"84,89250132"
GNB,Guinea-Bissau,GW,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"68,97997659"
GNB,Guinea-Bissau,GW,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"25,7110111"
GNB,Guinea-Bissau,GW,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"43,26896548"
GNB,Guinea-Bissau,GW,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"17,85219096"
GNB,Guinea-Bissau,GW,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"3,569520156"
GNB,Guinea-Bissau,GW,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"14,2826708"
GNB,Guinea-Bissau,GW,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"9,073431104"
GNB,Guinea-Bissau,GW,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"36,36520087"
GNB,Guinea-Bissau,GW,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"26,7980997"
GNB,Guinea-Bissau,GW,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"205,7279786"
GNB,Guinea-Bissau,GW,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"178,9298789"
GNB,Guinea-Bissau,GW,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"11,47943886"
GNB,Guinea-Bissau,GW,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"88,12720972"
GNB,Guinea-Bissau,GW,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"76,64777086"
GNB,Guinea-Bissau,GW,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-61,06666565"
GNB,Guinea-Bissau,GW,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-26,15898375"
GNB,Guinea-Bissau,GW,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
KEN,Kenya,KE,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
KEN,Kenya,KE,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
KEN,Kenya,KE,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"6905,372594"
KEN,Kenya,KE,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"10019,0129"
KEN,Kenya,KE,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"5768,046371"
KEN,Kenya,KE,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"1439,316244"
KEN,Kenya,KE,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"4328,730127"
KEN,Kenya,KE,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"2126,630181"
KEN,Kenya,KE,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"1153,141348"
KEN,Kenya,KE,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"973,4888329"
KEN,Kenya,KE,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"2029,597625"
KEN,Kenya,KE,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"2838,202256"
KEN,Kenya,KE,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"57,57100451"
KEN,Kenya,KE,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"14,36584879"
KEN,Kenya,KE,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"43,20515572"
KEN,Kenya,KE,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"21,22594512"
KEN,Kenya,KE,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"11,50953052"
KEN,Kenya,KE,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"9,716414603"
KEN,Kenya,KE,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"20,25746093"
KEN,Kenya,KE,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"28,3281625"
KEN,Kenya,KE,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-546,9689661"
KEN,Kenya,KE,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"1811,549223"
KEN,Kenya,KE,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"2358,518189"
KEN,Kenya,KE,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-5,459309927"
KEN,Kenya,KE,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"18,08111478"
KEN,Kenya,KE,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"23,54042471"
KEN,Kenya,KE,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-1076,668762"
KEN,Kenya,KE,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-10,74625587"
KEN,Kenya,KE,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
LSO,Lesotho,LS,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
LSO,Lesotho,LS,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
LSO,Lesotho,LS,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"338,5619209"
LSO,Lesotho,LS,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"402,2592647"
LSO,Lesotho,LS,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"656,1378537"
LSO,Lesotho,LS,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"94,02815619"
LSO,Lesotho,LS,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"562,1096975"
LSO,Lesotho,LS,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"159,8551863"
LSO,Lesotho,LS,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"106,7518276"
LSO,Lesotho,LS,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"53,10335868"
LSO,Lesotho,LS,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"90,64832814"
LSO,Lesotho,LS,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"475,0691418"
LSO,Lesotho,LS,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"163,1131738"
LSO,Lesotho,LS,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"23,37501319"
LSO,Lesotho,LS,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"139,7381606"
LSO,Lesotho,LS,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"39,73934234"
LSO,Lesotho,LS,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"26,53806562"
LSO,Lesotho,LS,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"13,20127672"
LSO,Lesotho,LS,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"22,53480183"
LSO,Lesotho,LS,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"118,1002362"
LSO,Lesotho,LS,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-45,86509242"
LSO,Lesotho,LS,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"158,5621767"
LSO,Lesotho,LS,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"204,4272691"
LSO,Lesotho,LS,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-11,40187348"
LSO,Lesotho,LS,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"39,41790546"
LSO,Lesotho,LS,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"50,81977894"
LSO,Lesotho,LS,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-27,70469079"
LSO,Lesotho,LS,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-6,887272268"
LSO,Lesotho,LS,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
LBR,Liberia,LR,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
LBR,Liberia,LR,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
LBR,Liberia,LR,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"660,9539917"
LBR,Liberia,LR,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,0
LBR,Liberia,LR,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,0
LBR,Liberia,LR,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,0
LBR,Liberia,LR,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,0
LBR,Liberia,LR,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,0
LBR,Liberia,LR,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,0
LBR,Liberia,LR,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,0
LBR,Liberia,LR,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,0
LBR,Liberia,LR,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,0
LBR,Liberia,LR,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,0
LBR,Liberia,LR,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,0
LBR,Liberia,LR,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,0
LBR,Liberia,LR,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,0
LBR,Liberia,LR,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,0
LBR,Liberia,LR,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,0
LBR,Liberia,LR,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,0
LBR,Liberia,LR,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,0
LBR,Liberia,LR,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,0
LBR,Liberia,LR,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,0
LBR,Liberia,LR,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,0
LBR,Liberia,LR,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,0
LBR,Liberia,LR,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,0
LBR,Liberia,LR,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,0
LBR,Liberia,LR,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,0
